num_duplicate_rows,fullVisitorId,channelGrouping,time,country,city,totalTransactionRevenue,transactions,timeOnSite,pageviews,sessionQualityDim,date,visitId,type,productRefundAmount,productQuantity,productPrice,productRevenue,productSKU,v2ProductName,v2ProductCategory,productVariant,currencyCode,itemQuantity,itemRevenue,transactionRevenue,transactionId,pageTitle,searchKeyword,pagePathLevel1,eCommerceAction_type,eCommerceAction_step,eCommerceAction_option
2,0824839726118485274,Organic Search,1760635,United States,not available in demo dataset,,,5927,31,,20161012,1476279545,PAGE,,,55990000,,GGOEGAAX0358,Google Men's  Zip Hoodie,Home/Apparel/Men's/Men's-Outerwear/,(not set),,,,,,Men's Outerwear | Apparel | Google Merchandise Store,,/google+redesign/,2,1,
2,5311253006486037295,Referral,42937,Spain,not available in demo dataset,,,143,59,,20160802,1470159345,PAGE,,,79990000,,GGOEGBMC056599,Waterpoof Gear Bag,Home/Limited Supply/Bags/Backpacks/,(not set),,,,,,Backpacks,,/google+redesign/,2,1,
14,4191489896925210475,Referral,814181,United States,Kirkland,351000000,1,1500,67,,20161221,1482360949,PAGE,,,25000000,,GGOEGGCX056299,Gift Card - $25.00,Gift Cards,Single Option Only,USD,,,,ORD201612212603,Checkout Confirmation,,/ordercompleted.html,6,1,
2,2315812288466987088,Direct,707863,Guatemala,not available in demo dataset,,,2137,91,,20160813,1471127858,PAGE,,,990000,,GGOEGGOA017399,Maze Pen,Home/Office/,(not set),,,,,,Office,,/google+redesign/,2,1,
2,7697210138804043868,Referral,2266318,United States,Mountain View,220970000,1,3487,56,,20170127,1485572189,PAGE,,,19990000,,GGOEGAEC033115,Google Men's Long Sleeve Raglan Ocean Blue,Apparel, LG,USD,,,,ORD201701271869,Checkout Confirmation,,/ordercompleted.html,6,1,
11,8436426603099391262,Referral,918926,United States,Ann Arbor,829000000,1,969,75,,20160901,1472781277,PAGE,,,25000000,,GGOEGGCX056299,Gift Card - $25.00,(not set),Single Option Only,USD,,,,,Checkout Review,,/revieworder.html,5,3,Review
2,0933979113543871596,Organic Search,376573,India,Gurgaon,,,2558,29,,20160926,1474956035,PAGE,,,4990000,,GGOEGBJC019999,Collapsible Shopping Bag,Home/Bags/Shopping and Totes/,(not set),,,,,,Shopping and Totes,,/google+redesign/,2,1,
2,2423762331477387778,Organic Search,178696,Argentina,Buenos Aires,,,202,8,,20161020,1476975952,EVENT,,,8990000,,GGOEGDWC020199,Engraved Ceramic Google Mug,Home/Drinkware/Mugs and Cups/,(not set),,,,,,Mugs & Cups | Drinkware | Google Merchandise Store,,/google+redesign/,1,1,
2,5004204272608279977,Referral,803441,United States,Mountain View,,,1760,31,,20170130,1485821025,EVENT,,,55990000,,GGOEGAAX0359,Android Men's  Zip Hoodie,Home/Apparel/Men's/,(not set),,,,,,Men's Apparel | Google Merchandise Store,,/google+redesign/,1,1,
2,2180674327795849272,Social,287495,France,not available in demo dataset,,,300,34,,20170423,1492946292,EVENT,,,4990000,,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,Home/Shop by Brand/YouTube/,(not set),,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,1,1,
2,4647034471794650114,Social,39561,Italy,Naples,,,49,11,,20170307,1488900033,PAGE,,,21990000,,GGOEGAAX0599,Google Women's Short Sleeve Performance Tee Black,Home/Apparel/Women's/Women's-Performance Wear/,(not set),,,,,,Women's Performance Wear | Apparel | Google Merchandise Store,,/google+redesign/,2,1,
11,8436426603099391262,Referral,968671,United States,Ann Arbor,829000000,1,969,75,,20160901,1472781277,PAGE,,1,50000000,50181818,GGOEGGCX056499,Gift Card - $50.00,(not set),Single Option Only,USD,,,829000000,ORD201609011752,Checkout Confirmation,,/ordercompleted.html,6,1,
2,1112885232603144928,Referral,120925,United States,Sunnyvale,,,672,14,,20170307,1488947138,PAGE,,,119000000,,GGOENEBB078899,Nest® Cam Indoor Security Camera - USA,Home/Nest/Nest-USA/,(not set),,,,,,Nest-USA,,/google+redesign/,2,1,
3,2215886195509488549,Social,78420,India,Chennai,,,425,24,,20170626,1498495900,PAGE,,,29990000,,GGOEGAAX0351,YouTube Men's Vintage Henley,Home/Shop by Brand/YouTube/,(not set),,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,2,1,
11,8436426603099391262,Referral,867401,United States,Ann Arbor,829000000,1,969,75,,20160901,1472781277,PAGE,,1,50000000,,GGOEGGCX056499,Gift Card - $50.00,(not set),Single Option Only,USD,,,,,Checkout Your Information,,/yourinfo.html,5,1,Billing and Shipping
2,5186802869072248264,Direct,998705,United States,Mountain View,199580000,1,1009,62,,20161104,1478272441,PAGE,,,2000000,,GGOEGOAQ012899,Ballpoint LED Light Pen,Office,Single Option Only,USD,,,,ORD201611041971,Checkout Confirmation,,/ordercompleted.html,6,1,
2,154104806751769000,Organic Search,1024809,United States,not available in demo dataset,821710000,1,1025,23,,20170430,1493613970,PAGE,,,16990000,,GGOEGAAB010517,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel, 2XL,USD,,,,ORD201704301386,Checkout Confirmation,,/ordercompleted.html,6,1,
2,248871143079897060,Referral,656243,South Korea,not available in demo dataset,,,692,10,,20161004,1475591887,EVENT,,,104990000,,GGOEGAAX0586,Google Women's Yoga Jacket Black,${escCatTitle},(not set),,,,,,Store search results,,/asearch.html,1,1,
2,69676681379748429,Organic Search,60102,Côte d’Ivoire,not available in demo dataset,,,114,8,,20160913,1473779610,EVENT,,,20990000,,GGOEGAAX0357,Android Men's Vintage Tank,Home/Apparel/Men's/Men's-T-Shirts/,(not set),,,,,,Men's-T-Shirts,,/google+redesign/,1,1,
3,0651825379807294261,Social,2668418,Uruguay,(not set),,,2678,32,,20160806,1470489842,PAGE,,,18990000,,GGOEGAAX0325,YouTube Men's Short Sleeve Hero Tee Charcoal,Home/Apparel/Men's/Men's-T-Shirts/,(not set),,,,,,Men's-T-Shirts,,/google+redesign/,2,1,
2,5186802869072248264,Direct,998705,United States,Mountain View,199580000,1,1009,62,,20161104,1478272441,PAGE,,,790000,,GGOEGGOA017399,Maze Pen,Office,Single Option Only,USD,,,,ORD201611041971,Checkout Confirmation,,/ordercompleted.html,6,1,
3,0852801263780322,Direct,328308,United States,Sunnyvale,80000000,1,675,22,,20170627,1498594489,PAGE,,1,25000000,26666666,GGOEGGCX056299,Gift Card - $25.00,Gift Cards,Single Option Only,USD,,,80000000,ORD201706272687,Checkout Confirmation,,/ordercompleted.html,6,1,
2,1471107547736258296,Organic Search,52068,United States,San Francisco,,,2593,45,,20160804,1470334615,PAGE,,,55990000,,GGOEGAAX0358,Google Men's  Zip Hoodie,Home/Apparel/Men's/Men's-Outerwear/,(not set),,,,,,Men's-Outerwear,,/google+redesign/,2,1,
2,3812104116975829155,Organic Search,1727181,United States,not available in demo dataset,,,3754,39,,20170505,1494049200,PAGE,,,4990000,,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,Home/Shop by Brand/YouTube/,(not set),,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,2,1,
2,9080841843757773264,Direct,66349,United States,not available in demo dataset,477000000,1,954,45,,20170129,1485724369,EVENT,,,199000000,,GGOENEBQ078999,Nest® Cam Outdoor Security Camera - USA,Home/Nest/Nest-USA/,(not set),,,,,,Nest-USA,,/google+redesign/,1,1,
6,7360768108223062056,Display,2090488,United States,Sunnyvale,,,2262,16,,20160914,1473890234,PAGE,,,25000000,,GGOEGGCX056299,Gift Card - $25.00,(not set),Single Option Only,USD,,,,,Payment Method,,/payment.html,5,2,Payment
2,3424896446143950354,Organic Search,220515,United States,not available in demo dataset,,,1167,28,,20170613,1497367611,PAGE,,,1500000,,GGOEGFKA022299,Keyboard DOT Sticker,Home/Office/,(not set),,,,,,Office | Google Merchandise Store,,/google+redesign/,2,1,
2,9807810073786833302,Organic Search,291159,United States,not available in demo dataset,,,544,14,,20170518,1495144199,EVENT,,,11990000,,GGOEGKWR060810,Google Bib Red,Home/Apparel/,(not set),,,,,,Apparel | Google Merchandise Store,,/google+redesign/,1,1,
2,0096184005314908638,Referral,1008970,United States,Mountain View,,,1098,7,,20170310,1489165237,EVENT,,1,119000000,,GGOENEBB078899,Nest® Cam Indoor Security Camera - USA,Home/Nest/Nest-USA/,(not set),USD,,,,,Nest-USA,,/google+redesign/,3,1,
9,0780206376162514125,Referral,2147975,United States,not available in demo dataset,505000000,3,2269,92,,20160908,1473373023,PAGE,,,25000000,,GGOEGGCX056299,Gift Card - $25.00,(not set),Single Option Only,USD,,,,ORD201609081668,Checkout Confirmation,,/ordercompleted.html,6,1,
10,2788555723243018631,Direct,1074251,United States,San Francisco,258000000,1,1125,58,,20160801,1470077433,PAGE,,1,25000000,,GGOEGGCX056299,Gift Card - $25.00,(not set),Single Option Only,USD,,,,,Checkout Review,,/revieworder.html,5,1,
4,575143870190264156,Referral,116649,United States,not available in demo dataset,107000000,1,190,9,,20161224,1482608236,PAGE,,,25000000,,GGOEGGCX056299,Gift Card - $25.00,Gift Cards,Single Option Only,USD,,,,,Payment Method,,/payment.html,5,2,Payment
2,8492938475069613497,Direct,2053388,United States,not available in demo dataset,156000000,1,2199,24,,20161124,1480056371,PAGE,,,149000000,,GGOENEBJ079499,Nest® Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,Single Option Only,USD,,,,ORD201611242214,Checkout Confirmation,,/ordercompleted.html,6,1,
2,0071895336593296958,Social,726491,Brazil,not available in demo dataset,,,737,38,,20161212,1481540012,EVENT,,,16990000,,GGOEGAAX0105,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Home/Apparel/,(not set),,,,,,Apparel | Google Merchandise Store,,/google+redesign/,1,1,
2,6379920233928997690,Organic Search,1550040,United States,not available in demo dataset,,,5483,142,,20161209,1481329896,PAGE,,,1500000,,GGOEGODR017799,Recycled Mouse Pad,Home/Accessories/,(not set),,,,,,Accessories | Google Merchandise Store,,/google+redesign/,2,1,
2,0053895332124593586,Direct,279911,United Kingdom,not available in demo dataset,,,862,31,,20170312,1489354191,EVENT,,,16990000,,GGOEGAAX0105,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Home/Apparel/Men's/Men's-T-Shirts/,(not set),,,,,,Men's T-Shirts | Apparel | Google Merchandise Store,,/store.html,1,1,
2,9224396207691502440,Social,722154,India,(not set),,,1482,12,,20170330,1490857877,PAGE,,,24990000,,GGOEYHPA003610,YouTube Wool Heather Cap Heather/Black,Home/Shop by Brand/YouTube/,(not set),,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,2,1,
3,603646718962990199,Referral,106125,Netherlands,not available in demo dataset,478000000,1,2221,35,,20161129,1480450603,EVENT,,,119000000,,GGOENEBB078899,Nest® Cam Indoor Security Camera - USA,Home/Nest/Nest-USA/,(not set),,,,,,Nest-USA,,/google+redesign/,1,1,
10,0780206376162514125,Referral,1875386,United States,not available in demo dataset,505000000,3,2269,92,,20160908,1473373023,PAGE,,1,25000000,,GGOEGGCX056299,Gift Card - $25.00,(not set),Single Option Only,USD,,,,,Checkout Your Information,,/yourinfo.html,5,1,Billing and Shipping
2,5186802869072248264,Direct,998705,United States,Mountain View,199580000,1,1009,62,,20161104,1478272441,PAGE,,,3990000,,GGOEGESC014099,Rocket Flashlight,Electronics,Single Option Only,USD,,,,ORD201611041971,Checkout Confirmation,,/ordercompleted.html,6,1,
2,1876489728565551947,Referral,765258,United States,Santa Clara,541000000,1,797,25,,20170525,1495761451,PAGE,,,119000000,,GGOENEBB078899,Nest® Cam Indoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,,ORD201705252340,Checkout Confirmation,,/ordercompleted.html,6,1,
2,6724418589711135499,Organic Search,383378,Japan,not available in demo dataset,,,427,35,,20170310,1489182397,PAGE,,,55990000,,GGOEGAAX0358,Google Men's  Zip Hoodie,Home/Apparel/Men's/Men's-Outerwear/,(not set),,,,,,Men's Outerwear | Apparel | Google Merchandise Store,,/google+redesign/,2,1,
2,8029260349654374232,Referral,794906,United States,Mountain View,359000000,1,800,19,,20170510,1494438447,PAGE,,,119000000,,GGOENEBQ078999,Nest® Cam Outdoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,,ORD201705102076,Checkout Confirmation,,/ordercompleted.html,6,1,
2,0001266240591974276,Referral,349004,Spain,Madrid,,,352,66,,20170606,1496753265,PAGE,,,12990000,,GGOEGACB023699,Yoga Block,Home/Clearance Sale/,(not set),,,,,,Clearance Sale,,/store.html/,2,1,
2,4835082938415020542,Direct,1345114,United States,not available in demo dataset,755300000,1,1444,32,,20161116,1479341021,PAGE,,,35000000,,GGOEGBJR018199,Reusable Shopping Bag,Bags,Single Option Only,USD,,,,,Checkout Review,,/revieworder.html,5,3,Review
2,2689556653800639103,Referral,430727,United States,not available in demo dataset,38390000,1,447,24,,20170619,1497896617,PAGE,,,36390000,,GGOEGATB060215,Google Women's 1/4 Zip Performance Pullover Black,Apparel, LG,USD,,,,ORD201706192310,Checkout Confirmation,,/ordercompleted.html,6,1,
2,9035306047185052141,Organic Search,494762,United States,Salem,,,519,11,,20161004,1475592618,PAGE,,,16990000,,GGOEGAAX0318,YouTube Men's Short Sleeve Hero Tee Black,Home/Apparel/Men's/Men's-T-Shirts/,(not set),,,,,,Men's-T-Shirts,,/store.html/,2,1,
2,5186802869072248264,Direct,972894,United States,Mountain View,199580000,1,1009,62,,20161104,1478272441,PAGE,,,1590000,,GGOEGKAA019299,Switch Tone Color Crayon Pen,Office,Single Option Only,USD,,,,ORD201611041971,Checkout Confirmation,,/ordercompleted.html,6,1,
2,8769663090721675478,Organic Search,464170,United States,not available in demo dataset,53000000,1,464,12,40,20170728,1501254252,PAGE,,1,25000000,26500000,GGOEGGCX056299,Gift Card - $25.00,Gift Cards,Single Option Only,USD,,,53000000,ORD201707282216,Checkout Confirmation,,/ordercompleted.html,6,1,
2,9807810073786833302,Organic Search,291159,United States,not available in demo dataset,,,544,14,,20170518,1495144199,PAGE,,,11990000,,GGOEGKWR060810,Google Bib Red,Home/Apparel/,(not set),,,,,,Apparel | Google Merchandise Store,,/google+redesign/,2,1,
2,4089398984309263376,Direct,157590,India,Bengaluru,,,158,3,,20170311,1489227939,PAGE,,,2990000,,GGOEGFKQ020799,Google Doodle Decal,Home/Accessories/Stickers/,(not set),USD,,,,,Stickers | Accessories | Google Merchandise Store,,/google+redesign/,0,1,
2,4890832126611809362,Organic Search,0,Sri Lanka,not available in demo dataset,,,,2,,20170610,1497087233,PAGE,,,29990000,,GGOEGAAX0351,YouTube Men's Vintage Henley,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,
2,4890832126611809362,Organic Search,0,Sri Lanka,not available in demo dataset,,,,2,,20170610,1497087233,PAGE,,,8990000,,GGOEYOBR078599,YouTube Luggage Tag,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,
2,2315812288466987088,Direct,1028247,Guatemala,not available in demo dataset,,,2137,91,,20160813,1471127858,PAGE,,,5500000,,GGOEGOAR013599,Ballpoint Stylus Pen,Home/Office/,(not set),,,,,,Office,,/google+redesign/,2,1,
2,5994131853859387124,Direct,284524,United States,not available in demo dataset,,,446,26,,20160824,1472097382,EVENT,,,18990000,,GGOEGAAX0324,Android Men's Short Sleeve Tri-blend Hero Tee Grey,Home/Apparel/Men's/,(not set),,,,,,Men's,,/google+redesign/,1,1,
2,570510826091516235,Display,443637,United States,San Francisco,,,498,20,40,20170722,1500761552,EVENT,,,19990000,,GGOEAXXX0808,Android Men's Engineer Short Sleeve Tee Charcoal,Home/Apparel/Men's/Men's-T-Shirts/,(not set),,,,,,Men's T-Shirts | Apparel | Google Merchandise Store,,/google+redesign/,1,1,
2,0309991292869648175,Organic Search,15223,Philippines,not available in demo dataset,,,187,5,,20161218,1482088711,PAGE,,,24990000,,GGOEGAAX0331,Google Men's Long Sleeve Raglan Ocean Blue,Home/Apparel/Men's/Men's-T-Shirts/,(not set),,,,,,Men's T-Shirts | Apparel | Google Merchandise Store,,/google+redesign/,2,1,
4,575143870190264156,Referral,317080,United States,not available in demo dataset,,,469,26,,20161224,1482567083,PAGE,,,25000000,,GGOEGGCX056299,Gift Card - $25.00,Gift Cards,Single Option Only,USD,,,,,Payment Method,,/payment.html,5,2,Payment
2,987390821892515431,Organic Search,527643,United States,Seattle,29000000,1,528,11,,20170623,1498251943,PAGE,,,25000000,,GGOEGGCX056299,Gift Card - $25.00,Gift Cards,Single Option Only,USD,,,,ORD201706231934,Checkout Confirmation,,/ordercompleted.html,6,1,
2,3999401576086294553,Organic Search,52678,Canada,not available in demo dataset,,,449,17,,20170215,1487194020,PAGE,,,99990000,,GGOEGAAX0795,25L Classic Rucksack,Home/Bags/Backpacks/,(not set),,,,,,Backpacks | Bags | Google Merchandise Store,,/google+redesign/,2,1,
6,7360768108223062056,Display,367858,United States,Sunnyvale,,,382,15,,20160914,1473896648,PAGE,,,25000000,,GGOEGGCX056299,Gift Card - $25.00,(not set),Single Option Only,USD,,,,,Checkout Review,,/revieworder.html,5,3,Review
2,9697929460014674172,Organic Search,1586208,United States,San Francisco,34950000,1,3201,64,,20161005,1475733990,PAGE,,,4990000,,GGOEGCBC074299,Google Device Stand,(not set),Single Option Only,USD,,,,ORD201610052883,Checkout Confirmation,,/ordercompleted.html,6,1,
2,7845114848613059919,Referral,438938,United States,New York,304320000,1,792,17,,20161215,1481840106,PAGE,,1,2390000,,GGOEGDHR018499,Google 22 oz Water Bottle,Drinkware, RED,USD,,,,,Checkout Your Information,,/yourinfo.html,5,1,Billing and Shipping
2,7663572805012471269,Paid Search,3477,United States,San Francisco,,,3,3,,20161127,1480276030,PAGE,,,74990000,,GGOEGAAX0582,Google Women's Lightweight Microfleece Jacket,Home/Shop by Brand/Google/,(not set),,,,,,Google | Shop by Brand | Google Merchandise Store,,/google+redesign/,2,1,
2,3413671183714517147,Direct,926707,United States,not available in demo dataset,390000000,2,1170,27,,20161127,1480276670,PAGE,,,149000000,,GGOENEBJ079499,Nest® Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,Single Option Only,USD,,,,ORD201611272066,Checkout Confirmation,,/ordercompleted.html,6,1,
2,1594377054734291996,Organic Search,409031,United States,San Francisco,,,2980,28,,20170616,1497625839,PAGE,,,18990000,,GGOEGAAX0297,Google Women's Short Sleeve Hero Tee Red Heather,${escCatTitle},(not set),,,,,,Store search results,,/asearch.html/,2,1,
2,917551604501805376,Direct,86836,Russia,not available in demo dataset,,,145,53,,20170428,1493445465,PAGE,,,24990000,,GGOEAHPA004110,Android Wool Heather Cap Heather/Black,Home/Shop by Brand/Android/,(not set),,,,,,Android | Shop by Brand | Google Merchandise Store,,/store.html/,2,1,
2,1854440936315683918,Social,343045,Argentina,not available in demo dataset,,,513,6,,20161111,1478934994,PAGE,,,24990000,,GGOEGAAX0331,Google Men's Long Sleeve Raglan Ocean Blue,Home/Apparel/,(not set),,,,,,Apparel | Google Merchandise Store,,/google+redesign/,2,1,
4,7360768108223062056,Organic Search,184159,United States,Sunnyvale,209000000,1,337,22,,20160914,1473905072,PAGE,,,50000000,,GGOEGGCX056499,Gift Card - $50.00,(not set),Single Option Only,USD,,,,,Payment Method,,/payment.html,5,2,Payment
2,0879329198173879190,Direct,290273,Singapore,Singapore,,,2129,63,,20170313,1489472601,EVENT,,,16990000,,GGOEGAAX0279,Google Women's Short Sleeve Hero Tee White,Home/Apparel/Women's/,(not set),,,,,,Women's Apparel | Google Merchandise Store,,/google+redesign/,1,1,
2,5994131853859387124,Direct,284524,United States,not available in demo dataset,,,446,26,,20160824,1472097382,PAGE,,,18990000,,GGOEGAAX0324,Android Men's Short Sleeve Tri-blend Hero Tee Grey,Home/Apparel/Men's/,(not set),,,,,,Men's,,/google+redesign/,2,1,
2,5926787901460858426,Social,67858,Venezuela,not available in demo dataset,,,313,10,,20170208,1486571423,EVENT,,1,49990000,,GGOEGEVB070499,Google Bluetooth Headphones,Home/Electronics/Audio/,(not set),USD,,,,,Audio | Electronics | Google Merchandise Store,,/google+redesign/,3,1,
6,043584487743669327,Referral,254719,United States,Austin,192560000,2,346,21,,20170619,1497905556,PAGE,,,25000000,,GGOEGGCX056299,Gift Card - $25.00,Gift Cards,Single Option Only,USD,,,,,Payment Method,,/payment.html,5,2,Payment
4,7360768108223062056,Organic Search,283353,United States,Sunnyvale,209000000,1,337,22,,20160914,1473905072,PAGE,,,50000000,,GGOEGGCX056499,Gift Card - $50.00,(not set),Single Option Only,USD,,,,ORD201609141716,Checkout Confirmation,,/ordercompleted.html,6,1,
2,0117526410729664708,Paid Search,1061503,United States,not available in demo dataset,20990000,1,1062,24,,20170518,1495138311,PAGE,,,16990000,,GGOEGAAB010514,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel, MD,USD,,,,ORD201705182803,Checkout Confirmation,,/ordercompleted.html,6,1,
3,1915538933685278364,Referral,594525,United States,San Jose,,,638,22,,20161221,1482356339,PAGE,,,100000000,,GGOEGGCX056199,Gift Card- $100.00,Gift Cards,Single Option Only,USD,,,,,Payment Method,,/payment.html,5,2,Payment
4,3244918821752957507,Referral,386110,United States,not available in demo dataset,201000000,1,585,28,,20160923,1474657463,PAGE,,1,50000000,,GGOEGGCX056499,Gift Card - $50.00,(not set),Single Option Only,USD,,,,,Checkout Your Information,,/yourinfo.html,5,1,Billing and Shipping
2,7975633115606017357,Paid Search,890116,United States,not available in demo dataset,,,2628,55,,20170404,1491370302,EVENT,,,1990000,,GGOEGFKQ020399,Google Laptop and Cell Phone Stickers,Home/Accessories/,(not set),,,,,,Accessories | Google Merchandise Store,,/google+redesign/,1,1,
2,649630446777241741,Direct,443430,United Kingdom,London,158000000,1,443,16,,20170117,1484681947,PAGE,,,149000000,,GGOENEBJ079499,Nest® Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,Single Option Only,USD,,,,ORD201701172266,Checkout Confirmation,,/ordercompleted.html,6,1,
2,0137630270146268862,Paid Search,412470,United States,Hong Kong,,,1045,32,,20160807,1470620162,EVENT,,,10390000,,GGOEADWQ015699,Android Rise 14 oz Mug,Home/Accessories/Drinkware/,(not set),,,,,,Drinkware,,/google+redesign/,1,1,
2,0409094433310347683,Social,148686,Mexico,not available in demo dataset,,,175,36,,20161115,1479247537,EVENT,,,24990000,,GGOEGAAX0331,Google Men's Long Sleeve Raglan Ocean Blue,Home/Apparel/,(not set),,,,,,Apparel | Google Merchandise Store,,/google+redesign/,1,1,
2,1594377054734291996,Organic Search,250906,United States,San Francisco,,,2980,28,,20170616,1497625839,PAGE,,,18990000,,GGOEGAAX0297,Google Women's Short Sleeve Hero Tee Red Heather,${escCatTitle},(not set),,,,,,Store search results,,/asearch.html/,2,1,
2,3245124588515861127,Referral,1570555,United States,not available in demo dataset,,,2235,42,,20170405,1491411228,PAGE,,,30390000,,GGOEGEHQ072599,Google 4400mAh Power Bank,Home/Electronics/Power/,(not set),,,,,,Power & Chargers | Electronics | Google Merchandise Store,,/google+redesign/,2,1,
2,7438021961261408453,Referral,1813383,United States,Sunnyvale,52000000,1,1836,22,,20170524,1495663171,PAGE,,,25000000,,GGOEGGCX056299,Gift Card - $25.00,Gift Cards,Single Option Only,USD,,,,,Checkout Review,,/revieworder.html,5,3,Review
6,043584487743669327,Referral,488207,United States,Austin,,,509,16,,20170619,1497903092,PAGE,,,25000000,,GGOEGGCX056299,Gift Card - $25.00,Gift Cards,Single Option Only,USD,,,,,Checkout Review,,/revieworder.html,5,3,Review
11,8436426603099391262,Referral,867401,United States,Ann Arbor,829000000,1,969,75,,20160901,1472781277,PAGE,,1,25000000,,GGOEGGCX056299,Gift Card - $25.00,(not set),Single Option Only,USD,,,,,Checkout Your Information,,/yourinfo.html,5,1,Billing and Shipping
2,4064965394575953420,Organic Search,90502,Canada,not available in demo dataset,,,91,7,,20170404,1491356396,PAGE,,,39990000,,GGOEGEVA022399,Micro Wireless Earbud,Home/Electronics/Audio/,(not set),,,,,,Audio | Electronics | Google Merchandise Store,,/google+redesign/,2,1,
2,7288020122584380613,Direct,968457,Indonesia,not available in demo dataset,,,1144,14,,20170104,1483529704,PAGE,,,9990000,,GGOEYOCR078099,YouTube Spiral Journal with Pen,Home/Shop by Brand/YouTube/,(not set),,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,2,1,
11,8436426603099391262,Referral,878549,United States,Ann Arbor,829000000,1,969,75,,20160901,1472781277,PAGE,,,25000000,,GGOEGGCX056299,Gift Card - $25.00,(not set),Single Option Only,USD,,,,,Payment Method,,/payment.html,5,2,Payment
2,8767511864222479193,Social,106770,Algeria,not available in demo dataset,,,155,49,,20161101,1478021313,EVENT,,,24990000,,GGOEGDHB072199,Google Accent Insulated Stainless Steel Bottle,Home/Drinkware/,(not set),,,,,,Drinkware | Google Merchandise Store,,/google+redesign/,1,1,
2,1965703729833511722,Paid Search,170687,United States,New York,,,754,51,,20161225,1482680105,EVENT,,,16990000,,GGOEGAAX0107,Google Men's 100% Cotton Short Sleeve Hero Tee Red,${escCatTitle},(not set),,,,,,Store search results,,/asearch.html,1,1,
2,0219574228160531155,Referral,153327,United States,not available in demo dataset,,,556,31,,20170302,1488491778,PAGE,,,25000000,,GGOEGGCX056299,Gift Card - $25.00,Home/Gift Cards/,(not set),,,,,,Gift Cards | Google Merchandise Store,,/store.html/,2,1,
2,7845114848613059919,Referral,438938,United States,New York,304320000,1,792,17,,20161215,1481840106,PAGE,,1,8790000,,GGOEGDHC015299,23 oz Wide Mouth Sport Bottle,Drinkware,Single Option Only,USD,,,,,Checkout Your Information,,/yourinfo.html,5,1,Billing and Shipping
2,8767511864222479193,Social,106770,Algeria,not available in demo dataset,,,155,49,,20161101,1478021313,PAGE,,,24990000,,GGOEGDHB072199,Google Accent Insulated Stainless Steel Bottle,Home/Drinkware/,(not set),,,,,,Drinkware | Google Merchandise Store,,/google+redesign/,2,1,
2,106063603600493523,Organic Search,87429,United States,not available in demo dataset,,,134,20,,20161114,1479142311,EVENT,,,34990000,,GGOEGAAX0335,YouTube Men's Long Sleeve Pullover Badge Tee Heather,Home/Shop by Brand/YouTube/,(not set),,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,1,1,
2,3393813985766856114,Organic Search,90194,India,not available in demo dataset,,,131,19,,20160830,1472572166,PAGE,,,39990000,,GGOEGAAX0313,Google Tri-blend Hoodie Grey,Home/Apparel/Men's/Men's-Outerwear/,(not set),,,,,,Men's-Outerwear,,/google+redesign/,2,1,
2,9434100155146779985,Referral,947872,United States,Los Angeles,,,1805,21,,20170302,1488509550,EVENT,,,109990000,,GGOEGAAX0568,Google Men's Watershed Full Zip Hoodie Grey,${escCatTitle},(not set),,,,,,Store search results,,/asearch.html,1,1,
2,7764414178691949844,Organic Search,372603,India,Hyderabad,,,373,6,,20160912,1473709650,EVENT,,,10990000,,GGOEGFPR113699,16 oz. Hot and Cold Tumbler,Home/Drinkware/,(not set),,,,,,Drinkware,,/google+redesign/,1,1,
2,8767511864222479193,Social,128298,Algeria,not available in demo dataset,,,155,49,,20161101,1478021313,PAGE,,,18990000,,GGOEGDHC074099,Google 17oz Stainless Steel Sport Bottle,Home/Drinkware/,(not set),,,,,,Drinkware | Google Merchandise Store,,/google+redesign/,2,1,
2,4289169908775094802,Social,101738,India,not available in demo dataset,,,350,16,,20170210,1486799558,EVENT,,,1990000,,GGOEYFKQ020699,YouTube Custom Decals,Home/Shop by Brand/YouTube/,(not set),,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,1,1,
